User ID,Time (UTC),Survey Completion,Publisher Category,Gender,Age,Geography,Weight,Question #1 Answer,Response Time #1 (ms)
1000300624,2020-04-13 19:00:00,Complete,News,Unknown,Unknown,US-WEST-UT,0,50-90%,9065
1000481948,2020-04-13 14:00:00,Complete,News,Unknown,Unknown,US-SOUTH-TX-College Station,0,Less than 10%,15863
1000812045,2020-04-12 03:00:00,Complete,News,Male,25-34,US-MIDWEST-OH,0.8742457,I'm a student.,19814
1001116462,2020-04-13 12:00:00,Complete,News,Female,35-44,US-SOUTH-FL,1.1479096,90-99%,13674
1001659233,2020-04-12 09:00:00,Complete,News,Male,55-64,US-MIDWEST-MN,0.673768,Less than 10%,9603
1002074353,2020-04-11 18:00:00,Complete,News,Male,25-34,US-SOUTH-DC-Washington,1.1835709,All of it.,25831
1002215141,2020-04-12 00:00:00,Complete,News,Female,35-44,US-SOUTH-TN,1.1479096,I don't work for pay.,8509
1003281805,2020-04-12 05:00:00,Complete,News,Unknown,Unknown,US-MIDWEST-IN,0,Less than 10%,17072
1004493861,2020-04-12 04:00:00,Complete,News,Unknown,Unknown,US-MIDWEST-MN-Minneapolis,0,10-50%,25857
1004535739,2020-04-13 13:00:00,Complete,News,Unknown,Unknown,US-WEST-CO-Aurora,0,10-50%,19788
1005544234,2020-04-13 18:00:00,Complete,News,Male,25-34,US-MIDWEST-OH-Columbus,0.8742457,I don't work for pay.,38799
1005561863,2020-04-13 17:00:00,Complete,News,Female,25-34,US-WEST-CO,1.3171479,All of it.,11244
1005934923,2020-04-13 12:00:00,Complete,News,Female,25-34,US-SOUTH-VA-Lynchburg,1.1817266,I'm a student.,1531310
1006918283,2020-04-13 21:00:00,Complete,News,Male,55-64,US-SOUTH-VA,0.9121602,Less than 10%,37083
1007322473,2020-04-13 14:00:00,Complete,News,Male,45-54,US-SOUTH-GA,1.0214667,Less than 10%,21321
1008174311,2020-04-11 17:00:00,Complete,News,Male,45-54,US-MIDWEST-NE-Omaha,0.7545073,10-50%,10137
100884392,2020-04-12 08:00:00,Complete,News,Female,45-54,US-MIDWEST-OH,0.7533317,Less than 10%,18417
1009458125,2020-04-13 17:00:00,Complete,News,Unknown,Unknown,US-MIDWEST-IA,0,All of it.,23060
1009595325,2020-04-13 23:00:00,Complete,News,Unknown,Unknown,US-MIDWEST-IL,0,I don't work for pay.,19271
1009722530,2020-04-11 22:00:00,Complete,News,Male,55-64,US-MIDWEST-MN-Albert Lea,0.673768,I don't work for pay.,18685
1009853702,2020-04-12 05:00:00,Complete,News,Male,55-64,US-MIDWEST-OH,0.673768,90-99%,37055
1010316189,2020-04-11 18:00:00,Complete,News,Male,65+,US-SOUTH-SC,0.8398535,All of it.,18592
1010326837,2020-04-13 14:00:00,Complete,News,Female,35-44,US-SOUTH-TN,1.1479096,10-50%,26317
1010569909,2020-04-13 17:00:00,Complete,News,Female,25-34,US-WEST-NM,1.3171479,50-90%,13392
1011378067,2020-04-11 17:00:00,Complete,News,Female,25-34,US-SOUTH-GA,1.1817266,Less than 10%,8286
1013082011,2020-04-13 10:00:00,Complete,News,Male,25-34,US-NORTHEAST-NY-Watertown,1.2020007,Less than 10%,44931
1013528882,2020-04-13 21:00:00,Complete,News,Male,65+,US-WEST-CA-Los Angeles,0.9360974,Less than 10%,23375
1013760333,2020-04-12 06:00:00,Complete,News,Male,45-54,US-WEST-CO,1.1385228,90-99%,9144
101389211,2020-04-13 01:00:00,Complete,News,Male,25-34,US-MIDWEST-MI,0.8742457,Less than 10%,422987
1014009395,2020-04-13 17:00:00,Complete,News,Male,55-64,US-NORTHEAST-NJ,0.9263638,10-50%,21223
1014010728,2020-04-11 17:00:00,Complete,News,Unknown,Unknown,US-WEST-CA,0,90-99%,7434
1014120294,2020-04-13 19:00:00,Complete,News,Male,35-44,US-WEST-CO-Denver,1.2814522,All of it.,4366
1014276031,2020-04-13 16:00:00,Complete,News,Unknown,Unknown,US-SOUTH-MD,0,All of it.,8740
1014302133,2020-04-11 20:00:00,Complete,News,Unknown,Unknown,US-MIDWEST-SD,0,90-99%,9637
1014702512,2020-04-13 16:00:00,Complete,News,Male,65+,US-SOUTH-FL-Orlando,0.8398535,I don't work for pay.,31625
1015917661,2020-04-12 00:00:00,Complete,Other,Female,65+,US-MIDWEST-NE,0.6193919,I don't work for pay.,7213
1017368842,2020-04-12 13:00:00,Complete,News,Unknown,Unknown,US-SOUTH-MS,0,I don't work for pay.,13602
1017683911,2020-04-11 20:00:00,Complete,News,Male,65+,US-SOUTH-TX-Dallas,0.8398535,Less than 10%,30991
1018827358,2020-04-12 00:00:00,Complete,News,Male,55-64,US-SOUTH-VA,0.9121602,50-90%,10984
1018854847,2020-04-12 23:00:00,Complete,Reference,Female,45-54,US-MIDWEST-OH,0.7533317,50-90%,18671
1019331303,2020-04-12 16:00:00,Complete,News,Male,18-24,US-SOUTH-VA,1.3948871,All of it.,6943
1019648666,2020-04-13 16:00:00,Complete,News,Male,45-54,US-MIDWEST-MO,0.7545073,All of it.,10948
1019721370,2020-04-13 17:00:00,Complete,News,Male,65+,US-SOUTH-TX,0.8398535,10-50%,14544
1020655787,2020-04-12 20:00:00,Complete,News,Unknown,Unknown,US-WEST-WA,0,I don't work for pay.,82275
1021160737,2020-04-13 17:00:00,Complete,News,Female,35-44,US-MIDWEST-IL,0.8479044,Less than 10%,9888
1021230664,2020-04-13 05:00:00,Complete,News,Female,65+,US-MIDWEST-IL,0.6193919,I don't work for pay.,8364
1021877750,2020-04-13 11:00:00,Complete,News,Male,55-64,US-SOUTH-VA,0.9121602,I'm a student.,13297
1022240931,2020-04-13 20:00:00,Complete,News,Female,65+,US-SOUTH-FL,0.8385449,I don't work for pay.,15042
102240173,2020-04-13 10:00:00,Complete,News,Female,45-54,US-SOUTH-GA,1.0198751,I don't work for pay.,8526
1022537210,2020-04-13 10:00:00,Complete,News,Male,55-64,US-NORTHEAST-PA,0.9263638,10-50%,6041
102262541,2020-04-13 17:00:00,Complete,News,Female,25-34,US-WEST-NM-Albuquerque,1.3171479,50-90%,9541
1022629646,2020-04-13 08:00:00,Complete,News,Female,35-44,US-NORTHEAST-NY-New York,1.1657841,Less than 10%,17893
1023231660,2020-04-12 09:00:00,Complete,News,Unknown,Unknown,US-WEST-UT,0,Less than 10%,44008
1023339107,2020-04-11 23:00:00,Complete,News,Unknown,Unknown,US-MIDWEST-NE,0,All of it.,22404
102401007,2020-04-13 17:00:00,Complete,News,Male,18-24,US-WEST-CA-Napa,1.5547357,I don't work for pay.,3666
1024102291,2020-04-13 21:00:00,Complete,News,Male,45-54,US-SOUTH-FL,1.0214667,Less than 10%,66293
1024719440,2020-04-13 18:00:00,Complete,News,Male,45-54,US-MIDWEST-IA,0.7545073,50-90%,8381
1025025073,2020-04-12 13:00:00,Complete,News,Female,55-64,US-MIDWEST-IN,0.6727181,I don't work for pay.,25149
1025127574,2020-04-13 23:00:00,Complete,News,Male,25-34,US-SOUTH-MD,1.1835709,I'm a student.,12457
1025831317,2020-04-13 16:00:00,Complete,News,Unknown,Unknown,US-NORTHEAST-NY-New York,0,90-99%,9279
1027520409,2020-04-13 15:00:00,Complete,News,Male,18-24,US-MIDWEST-MI,1.0303346,50-90%,51520
